issued_at_utc,window,horizon,target_ts_utc,station_id,event,p_model,p_clim,p_pers,model_version
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,41,bike,0.8443,0.8514,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,42,bike,0.998,0.9849,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,43,bike,0.9074,0.508,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,44,bike,0.8728,0.6616,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,45,bike,0.9885,0.9528,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,47,bike,0.8501,0.9518,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,48,bike,0.995,0.9618,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,49,bike,0.9812,0.9257,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,5,bike,0.9142,0.7179,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,50,bike,0.9954,0.9488,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,51,bike,0.873,0.301,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,52,bike,0.959,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,53,bike,0.8934,0.988,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,54,bike,0.7272,0.9859,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,55,bike,0.7011,0.997,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,56,bike,0.8828,0.9769,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,57,bike,0.9304,0.9709,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,58,bike,0.9888,0.998,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,59,bike,0.5249,0.8163,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,6,bike,0.9053,0.746,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,60,bike,0.9754,0.8183,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,61,bike,0.4808,0.8614,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,62,bike,0.905,0.9869,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,63,bike,0.9948,0.989,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,64,bike,0.9957,0.9398,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,65,bike,0.6659,0.9869,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,66,bike,0.8175,0.9859,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,67,bike,0.9639,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,68,bike,0.8951,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,69,bike,0.9045,0.996,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,7,bike,0.6631,0.7269,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,70,bike,0.9679,0.9578,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,71,bike,0.8893,0.8404,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,72,bike,0.6427,0.7179,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,73,bike,0.708,0.6275,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,74,bike,0.9423,0.8283,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,75,bike,0.9968,0.9006,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,76,bike,0.8675,0.6506,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,77,bike,0.872,0.9227,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,78,bike,0.8455,0.9337,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,79,bike,0.5662,0.997,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,8,bike,0.9379,0.8936,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,80,bike,0.7321,0.9639,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,82,bike,0.9714,0.8956,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,83,bike,0.9956,0.9448,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,84,bike,0.9959,0.9267,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,85,bike,0.9975,0.9488,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,86,bike,0.9806,0.8715,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,87,bike,0.9681,0.9829,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,88,bike,0.9944,0.9378,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,89,bike,0.6644,0.9789,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,9,bike,0.9657,0.9729,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,90,bike,0.7299,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,91,bike,0.991,0.9548,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,92,bike,0.9854,0.9388,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,93,bike,0.9606,0.7289,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,94,bike,0.9925,0.9347,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,95,bike,0.9922,0.9257,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,96,bike,0.9517,0.9006,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,97,bike,0.993,0.9508,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,98,bike,0.9326,0.997,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,99,bike,0.9596,0.9849,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,1,dock,0.9943,0.9709,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,10,dock,0.9758,0.9568,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,100,dock,0.4406,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,101,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,102,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,103,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,104,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,105,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,106,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,107,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,108,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,109,dock,0.9651,0.9869,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,11,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,110,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,111,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,112,dock,0.9811,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,113,dock,0.9983,0.995,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,114,dock,0.9949,0.9749,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,115,dock,0.9796,0.997,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,116,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,117,dock,0.9997,0.995,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,12,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,13,dock,0.9987,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,14,dock,0.9573,0.9849,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,15,dock,0.9998,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,16,dock,0.889,0.9568,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,17,dock,0.9992,0.991,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,18,dock,0.9993,0.9889,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,19,dock,0.9939,0.9658,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,2,dock,0.9997,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,20,dock,0.9978,0.9809,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,21,dock,0.9835,0.9668,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,22,dock,0.8323,0.9578,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,23,dock,0.754,0.9749,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,24,dock,0.9598,0.9669,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,25,dock,0.9962,0.993,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,26,dock,0.9416,0.9749,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,27,dock,0.9945,0.9769,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,28,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,29,dock,0.9481,0.993,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,3,dock,0.9724,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,31,dock,0.9879,0.9809,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,32,dock,0.9246,0.991,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,33,dock,0.8815,0.9769,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,34,dock,0.924,0.999,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,35,dock,0.9874,0.9759,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,36,dock,0.9995,0.993,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,37,dock,0.9994,0.9829,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,38,dock,0.9949,0.991,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,39,dock,0.9961,0.99,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,4,dock,0.971,0.9568,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,40,dock,0.9809,0.9317,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,41,dock,0.995,0.9709,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,42,dock,0.9549,0.991,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,43,dock,0.9911,0.997,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,44,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,45,dock,0.9965,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,47,dock,0.9993,0.995,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,48,dock,0.9985,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,49,dock,0.9856,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,5,dock,0.9435,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,50,dock,0.9804,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,51,dock,0.9929,0.3319,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,52,dock,0.9979,0.9749,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,53,dock,0.9998,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,54,dock,0.9996,0.993,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,55,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,56,dock,0.999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,57,dock,0.9986,0.989,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,58,dock,0.9905,0.9689,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,59,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,6,dock,0.9896,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,60,dock,0.9912,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,61,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,62,dock,0.9984,0.9789,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,63,dock,0.9297,0.995,0.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,64,dock,0.9921,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,65,dock,0.9989,0.991,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,66,dock,0.9977,0.989,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,67,dock,0.9982,0.988,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,68,dock,0.9994,0.993,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,69,dock,0.9952,0.9649,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,7,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,70,dock,0.9078,0.9193,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,71,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,72,dock,0.9998,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,73,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,74,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,75,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,76,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,77,dock,0.9913,0.991,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,78,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,79,dock,0.998,0.9849,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,8,dock,0.8138,0.995,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,80,dock,1.0,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,82,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,83,dock,0.9995,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,84,dock,0.9975,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,85,dock,0.9999,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,86,dock,0.9673,0.999,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,87,dock,0.9957,0.9809,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,88,dock,0.9932,0.995,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,89,dock,0.9989,0.997,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,9,dock,0.8919,0.995,1.0,v1
2026-07-21T22:02:03.502514+00:00,morning,long,2026-07-22T07:30:00+00:00,90,dock,0.9485,0.8735,1.0,v1
